,id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name,year,count
313008,nifty_950,2014-10-28,APWG Launches Global Cybercrime Reporting Program,Neutral,-0.0015,49,apwg launch global cybercrime reporting program,47,6,4,cybersecurity,2014,725
313014,nifty_950,2014-10-28,US STOCKS-Wall St dips as lower oil price knocks energy stocks,Neutral,-0.0015,62,stock wall dip lower oil price knock energy stock,49,9,2,stock,2014,498
313061,nifty_950,2014-10-28,Ambu will be distributing Intronix Technologies' Innovative Myoguideâ¢ System Worldwide,Neutral,-0.0015,88,ambu will distributing intronix technology innovative myoguideâ system worldwide,80,9,0,pharmacy,2014,1264
313088,nifty_950,2014-10-28,US STOCKS-Wall St edges down; energy shares lead decline,Neutral,-0.0015,56,stock wall edge down energy share lead decline,46,8,2,stock,2014,498
313113,nifty_950,2014-10-28,"Philadelphia Surging with Digital Health Innovation: EY, Ben Franklin, PACT, Fairmount Partners, CEO Council for Growth Align to Explore; $900M+ invested in sector since 2008",Neutral,-0.0015,174,philadelphia surging with digital health innovation ben franklin pact fairmount partner ceo council for growth align explore invested sector since,146,20,0,pharmacy,2014,1264
313127,nifty_950,2014-10-28,US STOCKS-Wall St eases after last week's big gain; energy weighs,Neutral,-0.0015,65,stock wall eas after last week big gain energy weighs,53,10,2,stock,2014,498
313128,nifty_950,2014-10-28,"TREASURIES-U.S. bond prices edge up on weak data, Brazilian election",Neutral,-0.0015,68,treasury bond price edge weak data brazilian election,53,8,10,treasury,2014,215
313131,nifty_950,2014-10-28,IBM Introduces New Enterprise Intelligence Analytics to Fight Cybercrime at High Speeds and Massive Scale,Neutral,-0.0015,105,ibm introduces new enterprise intelligence analytics fight cybercrime high speed and massive scale,98,13,4,cybersecurity,2014,725
313135,nifty_950,2014-10-28,UPDATE 3-Weak Merck sales overshadow Q3 cost cuts,Neutral,-0.0015,49,update weak merck sale overshadow cost cut,42,7,1,quarterly results (1),2014,721
313157,nifty_950,2014-10-28,"US STOCKS SNAPSHOT-Wall St ends flat, but energy shares lower",Neutral,-0.0015,61,stock snapshot wall end flat but energy share lower,51,9,2,stock,2014,498
313184,nifty_950,2014-10-28,Amgen profit tops Wall Street expectations; raises 2014 forecast,Neutral,-0.0015,64,amgen profit top wall street expectation raise forecast,55,8,1,quarterly results (1),2014,721
313207,nifty_950,2014-10-28,"Twitter forecasts soft Q4 revenue, shares slide",Neutral,-0.0015,47,twitter forecast soft revenue share slide,41,6,1,quarterly results (1),2014,721
313209,nifty_950,2014-10-28,Leading Cybersecurity Experts KEYW and Hexis Cyber Solutions to Speak and Exhibit at CyberMaryland Conference 2014,Neutral,-0.0015,114,leading cybersecurity expert keyw and hexis cyber solution speak and exhibit cybermaryland conference,101,13,4,cybersecurity,2014,725
313228,nifty_950,2014-10-28,US STOCKS-Wall St flat after last week's big gain; energy weighs,Neutral,-0.0015,64,stock wall flat after last week big gain energy weighs,54,10,2,stock,2014,498
313242,nifty_950,2014-10-28,"Echoworx Leads in Recognizing the Consumerization of Email Encryption by Introducing Open Authentication Through Gmail and LinkedIn, Among Others",Neutral,-0.0015,145,echoworx lead recognizing the consumerization email encryption introducing open authentication through gmail and linkedin among others,134,16,4,cybersecurity,2014,725
313268,nifty_950,2014-10-28,UPDATE 3-Amgen profit tops Wall Street expectations; raises 2014 outlook,Neutral,-0.0015,72,update amgen profit top wall street expectation raise outlook,61,9,1,quarterly results (1),2014,721
313269,nifty_950,2014-10-28,Amgen profit tops Wall Street expectations; raises 2014 outlook,Neutral,-0.0015,63,amgen profit top wall street expectation raise outlook,54,8,1,quarterly results (1),2014,721
313283,nifty_950,2014-10-28,UPDATE 2-Regal Entertainment explores sale; shares jump,Neutral,-0.0015,55,update regal entertainment explores sale share jump,51,7,1,quarterly results (1),2014,721
313350,nifty_950,2014-10-28,Boston Properties Profit Falls,Neutral,-0.0015,30,boston property profit fall,27,4,1,quarterly results (1),2014,721
313410,nifty_950,2014-10-28,German Drug Firms Target China,Neutral,-0.0015,30,german drug firm target china,29,5,0,pharmacy,2014,1264
313412,nifty_950,2014-10-28,Optum to Buy Alere Health,Neutral,-0.0015,25,optum buy alere health,22,4,0,pharmacy,2014,1264
313422,nifty_950,2014-10-28,Madison Square Garden to Explore Split,Neutral,-0.0015,38,madison square garden explore split,35,5,1,quarterly results (1),2014,721
313426,nifty_950,2014-10-28,PG&E Profit Soars Amid Retroactive Rate Case Revenue,Neutral,-0.0015,52,profit soar amid retroactive rate case revenue,46,7,1,quarterly results (1),2014,721
313432,nifty_950,2014-10-28,	Ever Vigilant vs. Cyberthreats,Neutral,-0.0015,31,ever vigilant cyberthreats,26,3,4,cybersecurity,2014,725
313439,nifty_950,2014-10-28,Sanofi Shares Fall on Diabetes Warning,Neutral,-0.0015,38,sanofi share fall diabetes warning,34,5,0,pharmacy,2014,1264
313443,nifty_950,2014-10-28,DineEquity Earnings Rise On Higher Sales,Neutral,-0.0015,40,dineequity earnings rise higher sale,36,5,1,quarterly results (1),2014,721
313444,nifty_950,2014-10-28,Fresh Del Monte Earnings Rise,Neutral,-0.0015,29,fresh del monte earnings rise,29,5,1,quarterly results (1),2014,721
313446,nifty_950,2014-10-28,iHeartMedia Loss Widens; Clear Channel Outdoor Swings to Loss,Neutral,-0.0015,61,iheartmedia loss widens clear channel outdoor swing loss,56,8,1,quarterly results (1),2014,721
313459,nifty_950,2014-10-28,BG Group’s Underlying Profit Falls,Neutral,-0.0015,34,group underlying profit fall,28,4,1,quarterly results (1),2014,721
313462,nifty_950,2014-10-28,Novartis Boosted by Stake Sale,Neutral,-0.0015,30,novartis boosted stake sale,27,4,0,pharmacy,2014,1264
313475,nifty_951,2014-10-29,Akamai Posts Strong Earnings on Revenue Growth,Rise,0.0064,46,akamai post strong earnings revenue growth,42,6,1,quarterly results (1),2014,721
313523,nifty_951,2014-10-29,Goodyear Shares Jump; Results Beat Expectations,Rise,0.0064,47,goodyear share jump result beat expectation,43,6,1,quarterly results (1),2014,721
313540,nifty_951,2014-10-29,WellPoint’s Profit Prompts Higher View,Rise,0.0064,38,wellpoint profit prompt higher view,35,5,1,quarterly results (1),2014,721
313541,nifty_951,2014-10-29,BYD Profit Falls 26% on Increased Competition,Rise,0.0064,45,byd profit fall increased competition,37,5,1,quarterly results (1),2014,721
313555,nifty_951,2014-10-29,"Eli Lilly, Boehringer Ingelheim Restructure Diabetes Venture",Rise,0.0064,60,eli lilly boehringer ingelheim restructure diabetes venture,59,7,0,pharmacy,2014,1264
313569,nifty_951,2014-10-29,"Booz Allen Earnings, Revenue Fall On Slow Government Spending",Rise,0.0064,61,booz allen earnings revenue fall slow government spending,57,8,1,quarterly results (1),2014,721
313591,nifty_952,2014-10-30,Verimatrix Showcases Multi-Network Revenue Security Solutions at AfricaCast 2014,Rise,0.0114,80,verimatrix showcase multi network revenue security solution africacast,70,8,4,cybersecurity,2014,725
313620,nifty_952,2014-10-30,BRIEF-Unibet Q3 pretax profit tops forecast,Rise,0.0114,43,brief unibet pretax profit top forecast,39,6,1,quarterly results (1),2014,721
313632,nifty_952,2014-10-30,"UPDATE 1-Norway's Telenor Q3 profit meets forecast, keeps guidance",Rise,0.0114,66,update norway telenor profit meet forecast keep guidance,56,8,1,quarterly results (1),2014,721
313695,nifty_952,2014-10-30,BRIEF-Neuron Bio share trading suspended - regulator,Rise,0.0114,52,brief neuron bio share trading suspended regulator,50,7,0,pharmacy,2014,1264
313769,nifty_952,2014-10-30,"CORRECTED-Nintendo Q2 beats forecasts, says on track for full-year profit",Rise,0.0114,73,corrected nintendo beat forecast say track for full year profit,63,10,1,quarterly results (1),2014,721
313829,nifty_952,2014-10-30,Aileron Therapeutics Secures $33 Million in Series E Financing to Advance Its First-In-Class Cancer Drug,Rise,0.0114,104,aileron therapeutic secures million series financing advance it first class cancer drug,87,12,0,pharmacy,2014,1264
313859,nifty_952,2014-10-30,Acceleron Pharma to Present at Upcoming Investor Conferences in November,Rise,0.0114,72,acceleron pharma present upcoming investor conference november,62,7,0,pharmacy,2014,1264
313868,nifty_952,2014-10-30,US STOCKS-Facebook weighs on futures; U.S. Fed statement awaited,Rise,0.0114,64,stock facebook weighs future fed statement awaited,50,7,2,stock,2014,498
313900,nifty_952,2014-10-30,"Trunomiâs B2Me Technology Transforms the Know Your Customer Market, Ushers in a New Era of Secure Online Identity Management and Sharing",Rise,0.0114,138,trunomiâ bme technology transforms the know your customer market usher new era secure online identity management and sharing,124,18,4,cybersecurity,2014,725
313901,nifty_952,2014-10-30,Fortscale Joins McAfee Security Innovation Alliance,Rise,0.0114,51,fortscale join mcafee security innovation alliance,50,6,4,cybersecurity,2014,725
313904,nifty_952,2014-10-30,"Moki Partners with Outform to Provide Security, Management and Analytics of Industry-Leading Interactive Digital Displays",Rise,0.0114,121,moki partner with outform provide security management and analytics industry leading interactive digital display,112,14,4,cybersecurity,2014,725
313923,nifty_952,2014-10-30,Research and Markets: Global Smart Homes Report 2014 - 5-Year Market Forecasts for Expenditure on Smart Homes Products and Services,Rise,0.0114,131,research and market global smart home report year market forecast for expenditure smart home product and service,112,17,7,telecom industry,2014,363
313933,nifty_952,2014-10-30,Report: Urgent Care Center Market in the US Reaches 14 Billion As Hospitals Join Trend,Rise,0.0114,86,report urgent care center market the reach billion hospital join trend,70,11,0,pharmacy,2014,1264
313941,nifty_952,2014-10-30,US STOCKS-Facebook slide weighs on futures; Fed statement eyed,Rise,0.0114,62,stock facebook slide weighs future fed statement eyed,53,8,2,stock,2014,498
313958,nifty_952,2014-10-30,Ponemon Institute and SafeNet Research Reveals that IT is Losing the Battle on Security in the Cloud,Rise,0.0114,100,ponemon institute and safenet research reveals that losing the battle security the cloud,88,13,4,cybersecurity,2014,725
313960,nifty_952,2014-10-30,Verizon and FireEye Join Forces to Secure Organizations From Advanced Attacks and Emerging Mobile Threats,Rise,0.0114,105,verizon and fireeye join force secure organization from advanced attack and emerging mobile threat,98,14,4,cybersecurity,2014,725
313977,nifty_952,2014-10-30,"Market Movers - Biotech Stocks -- NewLink Genetics, Biogen Idec, United Therapeutics, Dynavax Technologies, and Amarin",Rise,0.0114,118,market mover biotech stock newlink genetics biogen idec united therapeutic dynavax technology and amarin,104,14,0,pharmacy,2014,1264
314004,nifty_952,2014-10-30,Vanda Pharmaceuticals Inc. Prices Public Offering of Common Stock,Rise,0.0114,65,vanda pharmaceutical inc price public offering common stock,59,8,0,pharmacy,2014,1264
314012,nifty_952,2014-10-30,"Manufacturing, Retail, Healthcare and Government Organizations Select Courion Risk-Aware Identity and Access Management Solutions",Rise,0.0114,129,manufacturing retail healthcare and government organization select courion risk aware identity and access management solution,125,15,4,cybersecurity,2014,725
314017,nifty_952,2014-10-30,"Nine Out of Ten Consumers Are Excited About the 'Smart Home,' but Definition Isn't Clear and Security and Privacy Issues Abound",Rise,0.0114,127,nine out ten consumer are excited about the smart home but definition isn clear and security and privacy issue abound,117,20,7,telecom industry,2014,363
314041,nifty_952,2014-10-30,CSI Simplifies Enterprise Risk Management with SmartRisk IQ,Rise,0.0114,59,csi simplifies enterprise risk management with smartrisk,56,7,4,cybersecurity,2014,725
314063,nifty_952,2014-10-30,NQ Mobile Accelerates EMM Business in Japan with New Corporate Channel Sales Agreement,Rise,0.0114,86,mobile accelerates emm business japan with new corporate channel sale agreement,79,11,7,telecom industry,2014,363
314074,nifty_952,2014-10-30,US STOCKS-Wall St to open flat ahead of Fed statement; Facebook slides,Rise,0.0114,70,stock wall open flat ahead fed statement facebook slide,55,9,2,stock,2014,498
314088,nifty_952,2014-10-30,"Quarterly Earnings Releases and Recognitions - Research Reports on GlaxoSmithKline, IDEXX, BioMarin, GE and Lockheed Martin",Rise,0.0114,123,quarterly earnings release and recognition research report glaxosmithkline idexx biomarin and lockheed martin,109,13,0,pharmacy,2014,1264
314101,nifty_952,2014-10-30,New Security Courses from ISACA Focus on Security Assessment and NIST Cybersecurity Framework Implementation,Rise,0.0114,108,new security course from isaca focus security assessment and nist cybersecurity framework implementation,104,13,4,cybersecurity,2014,725
314112,nifty_952,2014-10-30,US STOCKS SNAPSHOT-Wall St opens flat ahead of Fed statement,Rise,0.0114,60,stock snapshot wall open flat ahead fed statement,49,8,2,stock,2014,498
314146,nifty_952,2014-10-30,BRIEF-Ally Financial CEO: Treasury's exit has been slow,Rise,0.0114,55,brief ally financial ceo treasury exit ha been slow,51,9,10,treasury,2014,215
314147,nifty_952,2014-10-30,US STOCKS-Energy stocks buoy Wall St ahead of Fed statement; Facebook falls,Rise,0.0114,75,stock energy stock buoy wall ahead fed statement facebook fall,62,10,2,stock,2014,498
314158,nifty_952,2014-10-30,TREASURIES-Yields rise as traders eye Fed announcement,Rise,0.0114,54,treasury yield rise trader eye fed announcement,47,7,10,treasury,2014,215
314177,nifty_952,2014-10-30,"Post-Snowden, Consumers Consider Cutting US-Based Internet Services",Rise,0.0114,67,post snowden consumer consider cutting based internet service,61,8,4,cybersecurity,2014,725
314185,nifty_952,2014-10-30,"Research and Markets: Global Security Testing Market Report 2014-2019 - Network Security, Application Security, SAST, DAST, Security Tools, Penetration Tools, Automated Tools & Code Review Tools",Rise,0.0114,194,research and market global security testing market report network security application security sast dast security tool penetration tool automated tool code review tool,168,23,4,cybersecurity,2014,725
314202,nifty_952,2014-10-30,"Research and Markets: Retail IT Trends in Brazil - m-commerce, Social Networks, RFID & Analytics",Rise,0.0114,96,research and market retail trend brazil commerce social network rfid analytics,78,11,0,pharmacy,2014,1264
314220,nifty_952,2014-10-30,NSS Labs Releases First Market Intelligence Brief for Breach Detection Systems (BDS) Market,Rise,0.0114,91,nss lab release first market intelligence brief for breach detection system bd market,85,13,4,cybersecurity,2014,725
314237,nifty_952,2014-10-30,Security Leaders Endorse New Digital Human Rights Network,Rise,0.0114,57,security leader endorse new digital human right network,55,8,4,cybersecurity,2014,725
314258,nifty_952,2014-10-30,"The Market for Non-Small-Cell Lung Cancer Will Grow to $8.5 Billion in 2023, Driven by the Entry of Thirteen Novel Drugs",Rise,0.0114,120,the market for non small cell lung cancer will grow billion driven the entry thirteen novel drug,96,17,0,pharmacy,2014,1264
314262,nifty_952,2014-10-30,New Report Shows Orphan Drug Market to Reach $176 Billion by 2020,Rise,0.0114,65,new report show orphan drug market reach billion,48,8,0,pharmacy,2014,1264
314263,nifty_952,2014-10-30,US STOCKS-Wall St flat as materials offset energy; Facebook slips,Rise,0.0114,65,stock wall flat material offset energy facebook slip,52,8,2,stock,2014,498
314272,nifty_952,2014-10-30,"StrikeForce Technologies, Inc. Announces Cino Ltd. as a Global Cyber Security Distributor",Rise,0.0114,89,strikeforce technology inc announces cino ltd global cyber security distributor,79,10,4,cybersecurity,2014,725
314309,nifty_952,2014-10-30,Shift Towards 3D Technology Will Significantly Boost the Global 3D-Enabled Devices Market: TechNavio,Rise,0.0114,100,shift towards technology will significantly boost the global enabled device market technavio,92,12,7,telecom industry,2014,363
314318,nifty_952,2014-10-30,"Research and Markets: Industrial, Medical and Specialty Gases - A Global Market Overview of the $100+ Billion Industry to 2020",Rise,0.0114,126,research and market industrial medical and specialty gas global market overview the billion industry,100,14,0,pharmacy,2014,1264
314334,nifty_952,2014-10-30,Research and Markets: EU Digital Data Processing Machines: Presented In The Form Of Systems - Market Analysis and Forecast to 2020,Rise,0.0114,130,research and market digital data processing machine presented the form system market analysis and forecast,106,15,7,telecom industry,2014,363
314353,nifty_952,2014-10-30,"US STOCKS-Wall St edges lower ahead of Fed, Facebook tumbles",Rise,0.0114,60,stock wall edge lower ahead fed facebook tumble,47,8,2,stock,2014,498
314366,nifty_952,2014-10-30,Sotera to become pure-play national security technology solutions provider,Rise,0.0114,74,sotera become pure play national security technology solution provider,70,9,4,cybersecurity,2014,725
314368,nifty_952,2014-10-30,CORRECTED-Bidding for U.S. 5-year note supply weakest since 2009,Rise,0.0114,64,corrected bidding for year note supply weakest since,52,8,10,treasury,2014,215
314369,nifty_952,2014-10-30,UPDATE 1-Bidding for U.S. 5-year note supply weakest since 2009,Rise,0.0114,63,update bidding for year note supply weakest since,49,8,10,treasury,2014,215
314397,nifty_952,2014-10-30,US STOCKS-Wall St declines after Fed ends bond-buying program,Rise,0.0114,61,stock wall decline after fed end bond buying program,52,9,2,stock,2014,498
314409,nifty_952,2014-10-30,The Washington Biotechnology & Biomedical Association Releases Annual Economic Impact of the Life Sciences Report,Rise,0.0114,113,the washington biotechnology biomedical association release annual economic impact the life science report,106,13,0,pharmacy,2014,1264
314454,nifty_952,2014-10-30,TREASURIES-U.S. 10-year yields hit 3-week peak as Fed ends bond buys,Rise,0.0114,68,treasury year yield hit week peak fed end bond buy,50,10,10,treasury,2014,215
314477,nifty_952,2014-10-30,CTI BioPharma Reports Third Quarter 2014 Financial Results,Rise,0.0114,58,cti biopharma report third quarter financial result,51,7,0,pharmacy,2014,1264
314478,nifty_952,2014-10-30,Qiagen Q3 profit rises on demand for disease diagnostics,Rise,0.0114,56,qiagen profit rise demand for disease diagnostics,49,7,0,pharmacy,2014,1264
314490,nifty_952,2014-10-30,US STOCKS SNAPSHOT-Wall St ends with modest losses after Fed,Rise,0.0114,60,stock snapshot wall end with modest loss after fed,50,9,2,stock,2014,498
314518,nifty_952,2014-10-30,Take-Two's second-quarter revenue beats Wall Street view,Rise,0.0114,56,take two second quarter revenue beat wall street view,53,9,1,quarterly results (1),2014,721
314537,nifty_952,2014-10-30,US STOCKS-Wall St ends with modest decline after Fed,Rise,0.0114,52,stock wall end with modest decline after fed,44,8,2,stock,2014,498
314538,nifty_952,2014-10-30,"WRAPUP 4-Fed ends bond buying, shows confidence in U.S. recovery",Rise,0.0114,64,wrapup fed end bond buying show confidence recovery,51,8,10,treasury,2014,215
314560,nifty_952,2014-10-30,F5 Networks revenue rises 18 percent on demand for security products,Rise,0.0114,68,network revenue rise percent demand for security product,56,8,4,cybersecurity,2014,725
314562,nifty_952,2014-10-30,CareTech Solutions Chosen to Discuss Hospital Website Security Threats at 18th Annual Greystone.Net Healthcare Internet Conference,Rise,0.0114,130,caretech solution chosen discus hospital website security threat annual greystone net healthcare internet conference,116,14,4,cybersecurity,2014,725
314567,nifty_952,2014-10-30,"UPDATE 2-Take-Two raises 2015 forecast, revenue surpasses estimates",Rise,0.0114,67,update take two raise forecast revenue surpasses estimate,57,8,1,quarterly results (1),2014,721
314630,nifty_952,2014-10-30,"Fed ends bond buying, shows confidence in U.S. recovery",Rise,0.0114,55,fed end bond buying show confidence recovery,44,7,10,treasury,2014,215
314634,nifty_952,2014-10-30,UPDATE 2-Akamai expects strong US dollar to weigh on 4th-qtr revenue,Rise,0.0114,68,update akamai expects strong dollar weigh qtr revenue,53,8,1,quarterly results (1),2014,721
314649,nifty_952,2014-10-30,Akamai expects strong U.S. dollar to weigh on fourth-quarter revenue,Rise,0.0114,68,akamai expects strong dollar weigh fourth quarter revenue,57,8,1,quarterly results (1),2014,721
314654,nifty_952,2014-10-30,Annual global EY survey finds organizations are still unprepared for inevitable cyber attacks,Rise,0.0114,93,annual global survey find organization are still unprepared for inevitable cyber attack,87,12,4,cybersecurity,2014,725
314690,nifty_952,2014-10-30,BRIEF-Samsung Q3 global smartphone share down vs yr ago-Strategy Analytics,Rise,0.0114,74,brief samsung global smartphone share down ago strategy analytics,65,9,7,telecom industry,2014,363
314691,nifty_952,2014-10-30,INDIA PRESS-Cipla asks government to revoke five patents held by Novartis - Economic Times,Rise,0.0114,90,india press cipla asks government revoke five patent held novartis economic time,80,12,0,pharmacy,2014,1264
314709,nifty_952,2014-10-30,FDA Comments on Sarepta Drug Talks,Rise,0.0114,34,fda comment sarepta drug talk,29,5,0,pharmacy,2014,1264
314721,nifty_952,2014-10-30,"Live Nation Net Rises, Outlook ‘Robust’",Rise,0.0114,39,live nation net rise outlook robust,35,6,1,quarterly results (1),2014,721
314729,nifty_952,2014-10-30,Eastman Chemical Net Falls Amid Charges,Rise,0.0114,39,eastman chemical net fall amid charge,37,6,1,quarterly results (1),2014,721
314731,nifty_952,2014-10-30,Ocwen Swings to Loss as It Sets Aside $100 Million,Rise,0.0114,50,ocwen swing loss set aside million,34,6,1,quarterly results (1),2014,721
314753,nifty_952,2014-10-30,New York Times Loss Narrows,Rise,0.0114,27,new york time loss narrow,25,5,1,quarterly results (1),2014,721
314770,nifty_952,2014-10-30,Avon’s Sales Keep Sliding,Rise,0.0114,25,avon sale keep sliding,22,4,1,quarterly results (1),2014,721
314775,nifty_952,2014-10-30,Eni Profit Drops,Rise,0.0114,16,eni profit drop,15,3,1,quarterly results (1),2014,721
314776,nifty_952,2014-10-30,Cigna Results Exceed Expectations,Rise,0.0114,33,cigna result exceed expectation,31,4,1,quarterly results (1),2014,721
314797,nifty_952,2014-10-30,MGM Resorts Posts Narrower Loss,Rise,0.0114,31,mgm resort post narrower loss,29,5,1,quarterly results (1),2014,721
314815,nifty_952,2014-10-30,Vale Swings to Surprise Loss,Rise,0.0114,28,vale swing surprise loss,24,4,1,quarterly results (1),2014,721
314823,nifty_952,2014-10-30,Sabadell Profit Soars,Rise,0.0114,21,sabadell profit soar,20,3,1,quarterly results (1),2014,721
314824,nifty_952,2014-10-30,Linde Issues Profit Warning,Rise,0.0114,27,linde issue profit warning,26,4,1,quarterly results (1),2014,721
314855,nifty_953,2014-11-03,RetailMeNot Shares Plunge,Neutral,-0.0035,25,retailmenot share plunge,24,3,1,quarterly results (1),2014,721
314905,nifty_953,2014-11-03,Bristol-Myers Signs Option Agreement to Buy Galecto,Neutral,-0.0035,51,bristol myers sign option agreement buy galecto,47,7,0,pharmacy,2014,1264
314938,nifty_954,2014-11-04,"EOG Posts Higher Profit, Revenue",Rise,0.0063,32,eog post higher profit revenue,30,5,1,quarterly results (1),2014,721
314982,nifty_954,2014-11-04,Time Cuts Revenue Outlook,Rise,0.0063,25,time cut revenue outlook,24,4,1,quarterly results (1),2014,721
314995,nifty_954,2014-11-04,Amgen’s Ovarian Cancer Drug Fails To Meet Endpoints,Rise,0.0063,51,amgen ovarian cancer drug fails meet endpoint,45,7,0,pharmacy,2014,1264
315000,nifty_954,2014-11-04,Nissan Cuts Annual Sales Target,Rise,0.0063,31,nissan cut annual sale target,29,5,1,quarterly results (1),2014,721
315001,nifty_954,2014-11-04,Zoetis Rides Livestock as Results Top Expectations,Rise,0.0063,50,zoetis ride livestock result top expectation,44,6,1,quarterly results (1),2014,721
315003,nifty_954,2014-11-04,FirstEnergy Operating Earnings Fall,Rise,0.0063,35,firstenergy operating earnings fall,35,4,1,quarterly results (1),2014,721
315014,nifty_954,2014-11-04,"PPL Profit Grows 21%, Raises Guidance",Rise,0.0063,37,ppl profit grows raise guidance,31,5,1,quarterly results (1),2014,721
315017,nifty_954,2014-11-04,International Paper’s Revenue Edges Up 1.3%,Rise,0.0063,43,international paper revenue edge,32,4,1,quarterly results (1),2014,721
315057,nifty_955,2014-11-05,Tesla Posts Wider Net Loss,Neutral,0.004,26,tesla post wider net loss,25,5,1,quarterly results (1),2014,721
315064,nifty_955,2014-11-05,Chrysler Net Surges on Strong U.S. Sales,Neutral,0.004,40,chrysler net surge strong sale,30,5,1,quarterly results (1),2014,721
315070,nifty_955,2014-11-05,Level 3 Swings to Profit,Neutral,0.004,24,level swing profit,18,3,1,quarterly results (1),2014,721
315099,nifty_955,2014-11-05,Mondelez Raises Profit Outlook,Neutral,0.004,30,mondelez raise profit outlook,29,4,1,quarterly results (1),2014,721
315117,nifty_955,2014-11-05,Marks & Spencer Hit by Hot Weather,Neutral,0.004,34,mark spencer hit hot weather,28,5,1,quarterly results (1),2014,721
315154,nifty_956,2014-11-06,FXCM Swings to Profit as Volatility Returns,Neutral,0.0009,43,fxcm swing profit volatility return,35,5,1,quarterly results (1),2014,721
315163,nifty_956,2014-11-06,KBR Reports Profit,Neutral,0.0009,18,kbr report profit,17,3,1,quarterly results (1),2014,721
315216,nifty_956,2014-11-06,Coty Profit Drops on Weakness in Noncore Brands,Neutral,0.0009,47,coty profit drop weakness noncore brand,39,6,1,quarterly results (1),2014,721
315234,nifty_956,2014-11-06,Adecco’s Profit Rises,Neutral,0.0009,21,adecco profit rise,18,3,1,quarterly results (1),2014,721
315267,nifty_957,2014-11-10,American Apparel Loss Widens,Neutral,0.001,28,american apparel loss widens,28,4,1,quarterly results (1),2014,721
315283,nifty_957,2014-11-10,"Trial Results Not Expected to Hurt Merck’s Vytorin, Zetia",Neutral,0.001,57,trial result not expected hurt merck vytorin zetia,50,8,0,pharmacy,2014,1264
315293,nifty_957,2014-11-10,Africa’s Wealthiest Woman Seeks Takeover of Portugal Telecom,Neutral,0.001,60,africa wealthiest woman seek takeover portugal telecom,54,7,7,telecom industry,2014,363
315302,nifty_957,2014-11-10,Gun Trusts Smooth Firearms Transfer,Neutral,0.001,35,gun trust smooth firearm transfer,33,5,1,quarterly results (1),2014,721
315311,nifty_957,2014-11-10,Serco Shares Plunge on Profit Warning,Neutral,0.001,37,serco share plunge profit warning,33,5,1,quarterly results (1),2014,721
315320,nifty_958,2014-11-11,Sotheby’s Resets Record for Jasper Johns,Neutral,-0.0011,40,sotheby reset record for jasper john,36,6,1,quarterly results (1),2014,721
315366,nifty_958,2014-11-11,Intesa Posts Rise in Profit,Neutral,-0.0011,27,intesa post rise profit,23,4,1,quarterly results (1),2014,721
315408,nifty_959,2014-11-12,NetApp Profit Falls 4%,Neutral,0.0011,22,netapp profit fall,18,3,1,quarterly results (1),2014,721
315447,nifty_959,2014-11-12,Aramark Gives Upbeat 2015 Forecast as Earnings Rise,Neutral,0.0011,51,aramark give upbeat forecast earnings rise,42,6,1,quarterly results (1),2014,721
315451,nifty_959,2014-11-12,Loblaw Profit Beats Street View,Neutral,0.0011,31,loblaw profit beat street view,30,5,1,quarterly results (1),2014,721
315474,nifty_959,2014-11-12,French Drug Firm Bets on Tiny Diabetes Device,Neutral,0.0011,45,french drug firm bet tiny diabetes device,41,7,0,pharmacy,2014,1264
315478,nifty_960,2014-11-13,"Elite Interactive Solutions, ImageWare Systems, SMARTRAC and StrikeForce Talk About Security Solutions in Thought Leadership Interviews on SecuritySolutionsWatch.com",Neutral,0.0002,165,elite interactive solution imageware system smartrac and strikeforce talk about security solution thought leadership interview securitysolutionswatch com,153,17,4,cybersecurity,2014,725
315493,nifty_960,2014-11-13,BRIEF-New Wave Q3 operating profit in line with forecast,Neutral,0.0002,56,brief new wave operating profit line with forecast,50,8,1,quarterly results (1),2014,721
315527,nifty_960,2014-11-13,"BRIEF-CompuGroup confirms sales, EBITDA forecast for 2014",Neutral,0.0002,57,brief compugroup confirms sale ebitda forecast for,50,7,1,quarterly results (1),2014,721
315530,nifty_960,2014-11-13,Rouble edges down at volatile market opening,Neutral,0.0002,44,rouble edge down volatile market opening,40,6,2,stock,2014,498
315542,nifty_960,2014-11-13,BRIEF-Bull signs partnership with Gras Savoye for prevention from cyber risks,Neutral,0.0002,77,brief bull sign partnership with gras savoye for prevention from cyber risk,75,12,4,cybersecurity,2014,725
315548,nifty_960,2014-11-13,SSE downgrades full-year earnings outlook amid weak energy prices,Neutral,0.0002,65,sse downgrade full year earnings outlook amid weak energy price,63,10,1,quarterly results (1),2014,721
315596,nifty_960,2014-11-13,BRIEF-GWS Production releases security app Safeture,Neutral,0.0002,51,brief gws production release security app safeture,50,7,4,cybersecurity,2014,725
315600,nifty_960,2014-11-13,BRIEF-Sainsbury's says analysts' FY profit consensus may edge lower,Neutral,0.0002,67,brief sainsbury say analyst profit consensus may edge lower,59,9,1,quarterly results (1),2014,721
