,id,date,news,label,pct_change,text_length,textlemma,textlengthforlemma,word_count,topic,topic_name,Entities,IsEntity
320445,nifty_977,2014-12-17,"ZS Genetics, Inc., Developer of a Unique and Potentially Disruptive âThird-Generationâ DNA Sequencing Technology Platform, Announces Organization Change to Accelerate Strategic Plans",Rise,0.0247,186,genetics inc developer unique and potentially disruptive third generationâ dna sequencing technology platform announces organization change accelerate strategic plan,165,19,0,pharmacy,"['genetics', 'in', '##c', 'developer', 'unique', 'and', 'potentially', 'disrupt', '##ive', 'third', 'generation', '##â', 'd', '##na', 'se', '##quencing', 'technology', 'platform', 'announces', 'organization', 'change', 'accelerate', 'strategic', 'plan']",1
320470,nifty_977,2014-12-17,Research and Markets: Medical Speciality Bags Market - 2014-2020 Global Industry Analysis,Rise,0.0247,89,research and market medical speciality bag market global industry analysis,74,10,0,pharmacy,"['research', 'and', 'market', 'medical', 'special', '##ity', 'bag', 'market', 'global', 'industry', 'analysis']",1
320497,nifty_977,2014-12-17,G. Steven Burrill Issues Annual Predictions for the Biotechnology Industry,Rise,0.0247,74,steven burrill issue annual prediction for the biotechnology industry,69,9,0,pharmacy,"['s', '##te', '##ven', 'b', '##ur', '##rill', 'issue', 'annual', 'prediction', 'for', 'the', 'bio', '##tech', '##nology', 'industry']",1
320583,nifty_977,2014-12-17,Interactive Health Network -- Shareholder Update for Additional Debt Restructure and Statement on the Re-Focus of the Company's Business Activities on the Health and Wellness Market,Rise,0.0247,181,interactive health network shareholder update for additional debt restructure and statement the focus the company business activity the health and wellness market,162,22,0,pharmacy,"['interactive', 'health', 'network', 'shareholder', 'update', 'for', 'additional', 'debt', 'rest', '##ru', '##cture', 'and', 'statement', 'the', 'focus', 'the', 'company', 'business', 'activity', 'the', 'health', 'and', 'well', '##ness', 'market']",1
320636,nifty_977,2014-12-17,Research and Markets: Cervical Cancer Diagnostic Tests Market - 2014 Global Industry Analysis,Rise,0.0247,93,research and market cervical cancer diagnostic test market global industry analysis,83,11,0,pharmacy,"['research', 'and', 'market', 'c', '##er', '##vic', '##al', 'cancer', 'diagnostic', 'test', 'market', 'global', 'industry', 'analysis']",1
320798,nifty_977,2014-12-17,Research and Markets: Australian Diabetes Management Devices Market 2007 - 2020,Rise,0.0247,79,research and market australian diabetes management device market,64,8,0,pharmacy,"['research', 'and', 'market', 'au', '##stra', '##lian', 'diabetes', 'management', 'device', 'market']",1
320808,nifty_977,2014-12-17,"Research and Markets: Global Oncology Market - Trends, Forecast and Pipeline Analysis 2014-2020 - Market is Poised to Grow to $109 Billion by 2020",Rise,0.0247,146,research and market global oncology market trend forecast and pipeline analysis market poised grow billion,106,15,0,pharmacy,"['research', 'and', 'market', 'global', 'on', '##cology', 'market', 'trend', 'forecast', 'and', 'pipeline', 'analysis', 'market', 'poised', 'grow', 'billion']",1
320831,nifty_977,2014-12-17,Research and Markets: China Medical Monitor Industry Report 2014-2017,Rise,0.0247,69,research and market china medical monitor industry report,57,8,0,pharmacy,"['research', 'and', 'market', 'chin', '##a', 'medical', 'monitor', 'industry', 'report']",1
320840,nifty_977,2014-12-17,"BioMark Diagnostics, Inc. to present at the inaugural equities.com Small-Cap Stars Conference at the NASDAQ MarketSite on December 18, 2014",Rise,0.0247,139,biomark diagnostics inc present the inaugural equity com small cap star conference the nasdaq marketsite december,113,16,0,pharmacy,"['bio', '##mark', 'diagnostic', '##s', 'in', '##c', 'present', 'the', 'inaugural', 'equity', 'com', 'small', 'cap', 'star', 'conference', 'the', 'na', '##s', '##da', '##q', 'markets', '##ite', 'de', '##ce', '##mber']",1
320852,nifty_977,2014-12-17,"Crisis Management Experts Validate BuildingDNA, Accelerate Platform to Market",Rise,0.0247,77,crisis management expert validate buildingdna accelerate platform market,72,8,0,pharmacy,"['crisis', 'management', 'expert', 'valid', '##ate', 'building', '##dn', '##a', 'accelerate', 'platform', 'market']",1
320898,nifty_977,2014-12-17,"Research and Markets: Global Multiple Myeloma Drugs Market 2015-2019 with Celgene, J & J, Novartis, Onyx Pharmaceuticals, Sanofi & Takeda Pharmaceutical Dominating",Rise,0.0247,163,research and market global multiple myeloma drug market with celgene novartis onyx pharmaceutical sanofi takeda pharmaceutical dominating,137,17,0,pharmacy,"['research', 'and', 'market', 'global', 'multiple', 'my', '##elo', '##ma', 'drug', 'market', 'with', 'c', '##el', '##gene', 'no', '##var', '##tis', 'on', '##yx', 'pharmaceutical', 'sa', '##no', '##fi', 'take', '##da', 'pharmaceutical', 'dominating']",1
320904,nifty_977,2014-12-17,"Research and Markets: Global Pharmaceuticals Wholesale and Distribution Market 2015-2019 with Alfresa Holdings, AmerisourceBergen, Cardinal Health, McKesson & PHOENIX Group Dominating",Rise,0.0247,183,research and market global pharmaceutical wholesale and distribution market with alfresa holding amerisourcebergen cardinal health mckesson phoenix group dominating,164,19,0,pharmacy,"['research', 'and', 'market', 'global', 'pharmaceutical', 'wholesale', 'and', 'distribution', 'market', 'with', 'al', '##f', '##res', '##a', 'holding', 'am', '##eri', '##so', '##ur', '##ce', '##berg', '##en', 'cardinal', 'health', 'm', '##cke', '##sson', 'p', '##hoe', '##ni', '##x', 'group', 'dominating']",1
321154,nifty_977,2014-12-17,Philips to Buy U.S. Medical-Imaging Firm,Rise,0.0247,40,philip buy medical imaging firm,31,5,0,pharmacy,"['p', '##hil', '##ip', 'buy', 'medical', 'imaging', 'firm']",1
321306,nifty_978,2014-12-18,"Research and Markets: Biosensors: Medical Biosensors (Glucose Biosensors, & Other Medical Biosensors) & Environmental Biosensors, and Other Biosensors - 2014 Global Strategic Business Report",Neutral,-0.0013,190,research and market biosensors medical biosensors glucose biosensors other medical biosensors environmental biosensors and other biosensors global strategic business report,172,20,0,pharmacy,"['research', 'and', 'market', 'bio', '##sen', '##sors', 'medical', 'bio', '##sen', '##sors', 'glucose', 'bio', '##sen', '##sors', 'other', 'medical', 'bio', '##sen', '##sors', 'environmental', 'bio', '##sen', '##sors', 'and', 'other', 'bio', '##sen', '##sors', 'global', 'strategic', 'business', 'report']",1
321372,nifty_978,2014-12-18,"Research and Markets: India Surgical Sutures Market Outlook to 2020: Key players covered include Johnson & Johnson, Covidien and Sutures India Private",Neutral,-0.0013,150,research and market india surgical suture market outlook key player covered include johnson johnson covidien and suture india private,133,19,0,pharmacy,"['research', 'and', 'market', 'in', '##dia', 'surgical', 'su', '##ture', 'market', 'outlook', 'key', 'player', 'covered', 'include', 'j', '##oh', '##nson', 'j', '##oh', '##nson', 'co', '##vid', '##ien', 'and', 'su', '##ture', 'in', '##dia', 'private']",1
321429,nifty_978,2014-12-18,"Research and Markets: France Compression Therapy Market Outlook to 2020: Key Players Covered Include medi GmbH & Co, Covidien and Laboratoires Innothera",Neutral,-0.0013,152,research and market france compression therapy market outlook key player covered include medi gmbh covidien and laboratoires innothera,134,18,0,pharmacy,"['research', 'and', 'market', 'f', '##rance', 'compression', 'therapy', 'market', 'outlook', 'key', 'player', 'covered', 'include', 'me', '##di', 'g', '##mb', '##h', 'co', '##vid', '##ien', 'and', 'labor', '##ato', '##ires', 'inn', '##oth', '##era']",1
321476,nifty_978,2014-12-18,Nasdaq Lists BioShares(TM) Biotechnology Clinical Trials Fund and BioShares(TM) Biotechnology Products Fund,Neutral,-0.0013,107,nasdaq list bioshares biotechnology clinical trial fund and bioshares biotechnology product fund,96,12,0,pharmacy,"['na', '##s', '##da', '##q', 'list', 'bio', '##sha', '##res', 'bio', '##tech', '##nology', 'clinical', 'trial', 'fund', 'and', 'bio', '##sha', '##res', 'bio', '##tech', '##nology', 'product', 'fund']",1
321520,nifty_978,2014-12-18,VisualDx Launches Open Access Digital Technology to Combat Global Travel-Related Disease Misdiagnosis,Neutral,-0.0013,101,visualdx launch open access digital technology combat global travel related disease misdiagnosis,96,12,0,pharmacy,"['visual', '##d', '##x', 'launch', 'open', 'access', 'digital', 'technology', 'combat', 'global', 'travel', 'related', 'disease', 'mi', '##s', '##dia', '##gno', '##sis']",1
321549,nifty_978,2014-12-18,"Pharma Equities Technical Analysis -- GlaxoSmithKline, Bristol-Myers Squibb, Teva Pharmaceutical Industries, Endo Intl., and Allergan",Neutral,-0.0013,133,pharma equity technical analysis glaxosmithkline bristol myers squibb teva pharmaceutical industry endo intl and allergan,121,15,0,pharmacy,"['p', '##har', '##ma', 'equity', 'technical', 'analysis', 'g', '##lax', '##os', '##mith', '##k', '##line', 'br', '##ist', '##ol', 'my', '##ers', 'sq', '##ui', '##bb', 'te', '##va', 'pharmaceutical', 'industry', 'end', '##o', 'in', '##tl', 'and', 'all', '##er', '##gan']",1
321581,nifty_978,2014-12-18,"The Zacks Analyst Blog Highlights: Gilead, Biogen, AbbVie and Shire",Neutral,-0.0013,67,the zacks analyst blog highlight gilead biogen abbvie and shire,63,10,0,pharmacy,"['the', 'z', '##ack', '##s', 'analyst', 'blog', 'highlight', 'g', '##ile', '##ad', 'bio', '##gen', 'a', '##bb', '##vie', 'and', 's', '##hire']",1
321605,nifty_978,2014-12-18,"BioShares Launches Two New Biotechnology ETFs (Nasdaq: BBC, BBP)",Neutral,-0.0013,64,bioshares launch two new biotechnology etf nasdaq bbc bbp,57,9,0,pharmacy,"['bio', '##sha', '##res', 'launch', 'two', 'new', 'bio', '##tech', '##nology', 'et', '##f', 'na', '##s', '##da', '##q', 'b', '##b', '##c', 'b', '##b', '##p']",1
321651,nifty_978,2014-12-18,Research and Markets: Global Intraoperative Imaging Report - Micro Market Monitor 2014-2019,Neutral,-0.0013,91,research and market global intraoperative imaging report micro market monitor,77,10,0,pharmacy,"['research', 'and', 'market', 'global', 'in', '##tra', '##oper', '##ative', 'imaging', 'report', 'micro', 'market', 'monitor']",1
321726,nifty_978,2014-12-18,Research and Markets: North American Intrauterine Contraceptive Devices Micro Market Monitor 2014-2019,Neutral,-0.0013,102,research and market north american intrauterine contraceptive device micro market monitor,89,11,0,pharmacy,"['research', 'and', 'market', 'north', 'am', '##eric', '##an', 'in', '##tra', '##uter', '##ine', 'con', '##tra', '##ceptive', 'device', 'micro', 'market', 'monitor']",1
321752,nifty_978,2014-12-18,"HealthPlanOne is the first investment for Peloton Equity, a newly-formed private equity firm focused on investing growth capital in lower middle market healthcare companies",Neutral,-0.0013,172,healthplanone the first investment for peloton equity newly formed private equity firm focused investing growth capital lower middle market healthcare company,158,21,0,pharmacy,"['health', '##p', '##lan', '##one', 'the', 'first', 'investment', 'for', 'p', '##elo', '##ton', 'equity', 'newly', 'formed', 'private', 'equity', 'firm', 'focused', 'investing', 'growth', 'capital', 'lower', 'middle', 'market', 'healthcare', 'company']",1
321810,nifty_978,2014-12-18,Research and Markets: North American Dermatology Diagnostic Devices Market Report 2014,Neutral,-0.0013,86,research and market north american dermatology diagnostic device market report,78,10,0,pharmacy,"['research', 'and', 'market', 'north', 'am', '##eric', '##an', 'der', '##mat', '##ology', 'diagnostic', 'device', 'market', 'report']",1
321812,nifty_978,2014-12-18,Research and Markets: Asia-Pacific Clinical Chemistry Market 2013-2018,Neutral,-0.0013,70,research and market asia pacific clinical chemistry market,58,8,0,pharmacy,"['research', 'and', 'market', 'as', '##ia', 'p', '##ac', '##ific', 'clinical', 'chemistry', 'market']",1
321815,nifty_978,2014-12-18,Research and Markets: Global & USA Transdermal Drug Delivery Market to 2017,Neutral,-0.0013,75,research and market global usa transdermal drug delivery market,63,9,0,pharmacy,"['research', 'and', 'market', 'global', 'us', '##a', 'trans', '##der', '##mal', 'drug', 'delivery', 'market']",1
321853,nifty_978,2014-12-18,"Key Growth Opportunities:Â KSA InterviewsÂ Delmar Pharmaceutical,Â Critical Control Solutions Corp andÂ Cemtrex, Inc.",Neutral,-0.0013,117,key growth opportunity ksa interviewsâ delmar pharmaceutical critical control solution corp andâ cemtrex inc,108,14,0,pharmacy,"['key', 'growth', 'opportunity', 'k', '##sa', 'interviews', '##â', 'del', '##mar', 'pharmaceutical', 'critical', 'control', 'solution', 'co', '##rp', 'and', '##â', 'c', '##em', '##tre', '##x', 'in', '##c']",1
321920,nifty_978,2014-12-18,"CORRECTION -Â Key Growth Opportunities: WSA InterviewsÂ Delmar Pharmaceutical,Â Critical Control Solutions Corp andÂ Cemtrex, Inc.",Neutral,-0.0013,130,correction key growth opportunity wsa interviewsâ delmar pharmaceutical critical control solution corp andâ cemtrex inc,119,15,0,pharmacy,"['correction', 'key', 'growth', 'opportunity', 'w', '##sa', 'interviews', '##â', 'del', '##mar', 'pharmaceutical', 'critical', 'control', 'solution', 'co', '##rp', 'and', '##â', 'c', '##em', '##tre', '##x', 'in', '##c']",1
322058,nifty_978,2014-12-18,Cytori to Provide Corporate Update at 2015 Biotech Showcaseâ¢ in San Francisco,Neutral,-0.0013,79,cytori provide corporate update biotech showcaseâ san francisco,63,8,0,pharmacy,"['c', '##yt', '##ori', 'provide', 'corporate', 'update', 'bio', '##tech', 'showcase', '##â', 'sa', '##n', 'f', '##ran', '##cis', '##co']",1
322160,nifty_978,2014-12-18,Pfizer Reports Statistically Significant Results for Nerve-Pain Treatment,Neutral,-0.0013,73,pfizer report statistically significant result for nerve pain treatment,71,9,0,pharmacy,"['p', '##fi', '##zer', 'report', 'statistical', '##ly', 'significant', 'result', 'for', 'nerve', 'pain', 'treatment']",1
322167,nifty_978,2014-12-18,Merck Acquires OncoEthix for Up to $375 Million,Neutral,-0.0013,47,merck acquires oncoethix for million,36,5,0,pharmacy,"['me', '##rc', '##k', 'acquire', '##s', 'on', '##coe', '##thi', '##x', 'for', 'million']",1
322213,nifty_979,2014-12-22,U.S. Approves Skin Cancer Treatment,Neutral,0.0013,35,approves skin cancer treatment,30,4,0,pharmacy,"['approve', '##s', 'skin', 'cancer', 'treatment']",1
322223,nifty_979,2014-12-22,FTC Puts Conditions on Lilly’s Deal to Buy Novartis Unit,Neutral,0.0013,56,ftc put condition lilly deal buy novartis unit,46,8,0,pharmacy,"['ft', '##c', 'put', 'condition', 'l', '##ill', '##y', 'deal', 'buy', 'no', '##var', '##tis', 'unit']",1
322313,nifty_980,2014-12-23,Novartis Gets European Approval For Glaucoma Treatment,Neutral,0.0001,54,novartis get european approval for glaucoma treatment,53,7,0,pharmacy,"['no', '##var', '##tis', 'get', 'euro', '##pe', '##an', 'approval', 'for', 'g', '##lau', '##com', '##a', 'treatment']",1
322362,nifty_981,2014-12-29,Accenture Wins New HealthCare.gov Contract,Fall,-0.0054,42,accenture win new healthcare gov contract,41,6,0,pharmacy,"['accent', '##ure', 'win', 'new', 'healthcare', 'go', '##v', 'contract']",1
322531,nifty_983,2015-01-05,NPS Pharmaceuticals Seeks Buyer,Fall,-0.0094,31,np pharmaceutical seek buyer,28,4,0,pharmacy,"['n', '##p', 'pharmaceutical', 'seek', 'buyer']",1
322537,nifty_983,2015-01-05,Novartis Wins FDA Staff OK for Neupogen Biosimilar,Fall,-0.0094,50,novartis win fda staff for neupogen biosimilar,46,7,0,pharmacy,"['no', '##var', '##tis', 'win', 'f', '##da', 'staff', 'for', 'ne', '##up', '##ogen', 'bio', '##si', '##mi', '##lar']",1
322544,nifty_983,2015-01-05,"Amgen, Kite Pharma in Immunotherapy Pact",Fall,-0.0094,40,amgen kite pharma immunotherapy pact,36,5,0,pharmacy,"['am', '##gen', 'kit', '##e', 'p', '##har', '##ma', 'im', '##mu', '##not', '##her', '##ap', '##y', 'pact']",1
322625,nifty_984,2015-01-06,Biomet Reports Higher Earnings,Rise,0.0125,30,biomet report higher earnings,29,4,0,pharmacy,"['bio', '##met', 'report', 'higher', 'earnings']",1
322702,nifty_985,2015-01-07,"Research and Markets: Global Surgical Imaging Market to 2019: GE Healthcare, Siemens, Koninklijke Philips,, Ziehm, Toshiba, Shimadzu, Hologic, OrthoScan & Eurocolumbus Dominates the $933 Million Market",Rise,0.0177,201,research and market global surgical imaging market healthcare siemens koninklijke philip ziehm toshiba shimadzu hologic orthoscan eurocolumbus dominates the million market,171,21,0,pharmacy,"['research', 'and', 'market', 'global', 'surgical', 'imaging', 'market', 'healthcare', 'si', '##em', '##ens', 'k', '##oni', '##nk', '##li', '##jk', '##e', 'p', '##hil', '##ip', 'z', '##ie', '##hm', 'to', '##shi', '##ba', 's', '##hima', '##d', '##zu', 'ho', '##log', '##ic', 'or', '##th', '##os', '##can', 'euro', '##co', '##lum', '##bus', 'dominate', '##s', 'the', 'million', 'market']",1
322751,nifty_985,2015-01-07,Research and Markets: Global Non Small Cell Lung Cancer Market & Pipeline Insight 2015 - 268 Drugs With 99 in Phase-II Trials and 30 Marketed NSCLC Drugs,Rise,0.0177,153,research and market global non small cell lung cancer market pipeline insight drug with phase trial and marketed nsclc drug,123,20,0,pharmacy,"['research', 'and', 'market', 'global', 'non', 'small', 'cell', 'lung', 'cancer', 'market', 'pipeline', 'insight', 'drug', 'with', 'phase', 'trial', 'and', 'marketed', 'n', '##s', '##c', '##l', '##c', 'drug']",1
322774,nifty_985,2015-01-07,Research and Markets: Mologen AG's MGN1703 (Colorectal Cancer Pipeline) - Forecast and Market Analysis to 2023,Rise,0.0177,110,research and market mologen mgn colorectal cancer pipeline forecast and market analysis,87,12,0,pharmacy,"['research', 'and', 'market', 'm', '##olo', '##gen', 'mg', '##n', 'color', '##ec', '##tal', 'cancer', 'pipeline', 'forecast', 'and', 'market', 'analysis']",1
322798,nifty_985,2015-01-07,Research and Markets: Biothera's Imprime PGG (Colorectal Cancer Pipeline Report) - Forecast and Market Analysis to 2023,Rise,0.0177,119,research and market biothera imprime pgg colorectal cancer pipeline report forecast and market analysis,103,14,0,pharmacy,"['research', 'and', 'market', 'bio', '##ther', '##a', 'imp', '##rim', '##e', 'p', '##gg', 'color', '##ec', '##tal', 'cancer', 'pipeline', 'report', 'forecast', 'and', 'market', 'analysis']",1
322800,nifty_985,2015-01-07,Research and Markets: PharmaPoint: Colorectal Cancer - US Drug Forecast and Market Analysis to 2023 for the $2.2 Billion Market,Rise,0.0177,127,research and market pharmapoint colorectal cancer drug forecast and market analysis for the billion market,106,15,0,pharmacy,"['research', 'and', 'market', 'p', '##har', '##ma', '##point', 'color', '##ec', '##tal', 'cancer', 'drug', 'forecast', 'and', 'market', 'analysis', 'for', 'the', 'billion', 'market']",1
322801,nifty_985,2015-01-07,Research and Markets: Taiho Pharmaceutical's Lonsurf (Colorectal Cancer Pipeline Report) - Forecast and Market Analysis to 2023,Rise,0.0177,127,research and market taiho pharmaceutical lonsurf colorectal cancer pipeline report forecast and market analysis,111,14,0,pharmacy,"['research', 'and', 'market', 'ta', '##ih', '##o', 'pharmaceutical', 'lo', '##ns', '##ur', '##f', 'color', '##ec', '##tal', 'cancer', 'pipeline', 'report', 'forecast', 'and', 'market', 'analysis']",1
322803,nifty_985,2015-01-07,Research and Markets: Sanofi/Regeneron's Zaltrap (Colorectal Cancer Pipeline Report) - Forecast and Market Analysis to 2023,Rise,0.0177,123,research and market sanofi regeneron zaltrap colorectal cancer pipeline report forecast and market analysis,107,14,0,pharmacy,"['research', 'and', 'market', 'sa', '##no', '##fi', 're', '##gene', '##ron', 'z', '##al', '##tra', '##p', 'color', '##ec', '##tal', 'cancer', 'pipeline', 'report', 'forecast', 'and', 'market', 'analysis']",1
322804,nifty_985,2015-01-07,Research and Markets: Amgen/Takeda's EGFR Antagonist - Vectibix (Colorectal Cancer) - Forecast and Market Analysis to 2023,Rise,0.0177,122,research and market amgen takeda egfr antagonist vectibix colorectal cancer forecast and market analysis,104,14,0,pharmacy,"['research', 'and', 'market', 'am', '##gen', 'take', '##da', 'e', '##g', '##f', '##r', 'antagonist', 've', '##ct', '##ibi', '##x', 'color', '##ec', '##tal', 'cancer', 'forecast', 'and', 'market', 'analysis']",1
322811,nifty_985,2015-01-07,ContraVir Pharmaceuticals to Present at Biotech Showcase 2015,Rise,0.0177,61,contravir pharmaceutical present biotech showcase,49,5,0,pharmacy,"['con', '##tra', '##vir', 'pharmaceutical', 'present', 'bio', '##tech', 'showcase']",1
322823,nifty_985,2015-01-07,Research and Markets: Boehringer Ingelheim's Nintedanib (Colorectal Cancer Drug) - Forecast and Market Analysis to 2023,Rise,0.0177,119,research and market boehringer ingelheim nintedanib colorectal cancer drug forecast and market analysis,103,13,0,pharmacy,"['research', 'and', 'market', 'b', '##oe', '##hr', '##inger', 'ing', '##el', '##heim', 'ni', '##nted', '##ani', '##b', 'color', '##ec', '##tal', 'cancer', 'drug', 'forecast', 'and', 'market', 'analysis']",1
322825,nifty_985,2015-01-07,Research and Markets: Magnetic Resonance Imaging (MRI) Systems - Global Analysis and Market Forecasts 2012-2020 for the $9 Billion Market,Rise,0.0177,137,research and market magnetic resonance imaging mri system global analysis and market forecast for the billion market,116,17,0,pharmacy,"['research', 'and', 'market', 'magnetic', 'resonance', 'imaging', 'm', '##ri', 'system', 'global', 'analysis', 'and', 'market', 'forecast', 'for', 'the', 'billion', 'market']",1
322833,nifty_985,2015-01-07,"cCAM Biotherapeutics Receives FDA Approval to Initiate Phase 1 Trial for CM-24, a Novel Immune Checkpoint Inhibitor for Cancer Immunotherapy",Rise,0.0177,140,ccam biotherapeutics receives fda approval initiate phase trial for novel immune checkpoint inhibitor for cancer immunotherapy,126,16,0,pharmacy,"['cc', '##am', 'bio', '##ther', '##ap', '##eu', '##tics', 'receives', 'f', '##da', 'approval', 'initiate', 'phase', 'trial', 'for', 'novel', 'immune', 'check', '##point', 'inhibitor', 'for', 'cancer', 'im', '##mu', '##not', '##her', '##ap', '##y']",1
322836,nifty_985,2015-01-07,Research and Markets: PharmaPoint: Colorectal Cancer - 5EU Drug Forecast and Market Analysis to 2023,Rise,0.0177,100,research and market pharmapoint colorectal cancer drug forecast and market analysis,83,11,0,pharmacy,"['research', 'and', 'market', 'p', '##har', '##ma', '##point', 'color', '##ec', '##tal', 'cancer', 'drug', 'forecast', 'and', 'market', 'analysis']",1
322838,nifty_985,2015-01-07,Agile Therapeutics to Present at Noble Financial Capital Markets' Eleventh Annual Equity Conference,Rise,0.0177,99,agile therapeutic present noble financial capital market eleventh annual equity conference,90,11,0,pharmacy,"['a', '##gi', '##le', 'therapeutic', 'present', 'noble', 'financial', 'capital', 'market', 'eleventh', 'annual', 'equity', 'conference']",1
322854,nifty_985,2015-01-07,Research and Markets: China Colorectal Cancer Drug Forecast and Market Analysis to 2023 for the $259 Million Market,Rise,0.0177,115,research and market china colorectal cancer drug forecast and market analysis for the million market,100,15,0,pharmacy,"['research', 'and', 'market', 'chin', '##a', 'color', '##ec', '##tal', 'cancer', 'drug', 'forecast', 'and', 'market', 'analysis', 'for', 'the', 'million', 'market']",1
322857,nifty_985,2015-01-07,Research and Markets: Japan Colorectal Cancer Drug Forecast and Market Analysis to 2023,Rise,0.0177,87,research and market japan colorectal cancer drug forecast and market analysis,77,11,0,pharmacy,"['research', 'and', 'market', 'j', '##apa', '##n', 'color', '##ec', '##tal', 'cancer', 'drug', 'forecast', 'and', 'market', 'analysis']",1
322906,nifty_985,2015-01-07,Coronado Biosciences Reports on Separation of CB Pharma Acquisition Corp. Securities,Rise,0.0177,84,coronado bioscience report separation pharma acquisition corp security,70,8,0,pharmacy,"['co', '##rona', '##do', 'bio', '##science', 'report', 'separation', 'p', '##har', '##ma', 'acquisition', 'co', '##rp', 'security']",1
323068,nifty_985,2015-01-07,Bio-Path Holdings to Present at the Biotech Showcaseâ¢ 2015 Conference,Rise,0.0177,71,bio path holding present the biotech showcaseâ conference,57,8,0,pharmacy,"['bio', 'path', 'holding', 'present', 'the', 'bio', '##tech', 'showcase', '##â', 'conference']",1
323096,nifty_985,2015-01-07,Citeline's ChinatroveÂ® Provides Pharma Industry with Transparency into the Chinese Clinical Trial Market,Rise,0.0177,105,citeline chinatroveâ provides pharma industry with transparency into the chinese clinical trial market,102,13,0,pharmacy,"['c', '##ite', '##line', 'chin', '##at', '##rove', '##â', 'provides', 'p', '##har', '##ma', 'industry', 'with', 'transparency', 'into', 'the', 'chin', '##ese', 'clinical', 'trial', 'market']",1
323110,nifty_985,2015-01-07,Nestle pushes further into health science with Seres investment,Rise,0.0177,63,nestle push further into health science with seres investment,61,9,0,pharmacy,"['nest', '##le', 'push', 'further', 'into', 'health', 'science', 'with', 'se', '##res', 'investment']",1
323291,nifty_985,2015-01-07,SK Capital Makes Strategic Investment in Halo Pharmaceutical,Rise,0.0177,60,capital make strategic investment halo pharmaceutical,53,6,0,pharmacy,"['capital', 'make', 'strategic', 'investment', 'ha', '##lo', 'pharmaceutical']",1
323345,nifty_985,2015-01-07,BioAmber Announces New Chief Financial Officer and Change to the Board,Rise,0.0177,70,bioamber announces new chief financial officer and change the board,67,10,0,pharmacy,"['bio', '##am', '##ber', 'announces', 'new', 'chief', 'financial', 'officer', 'and', 'change', 'the', 'board']",1
323356,nifty_985,2015-01-07,"Venaxis, Inc. to Present at Biotech Showcaseâ¢ 2015",Rise,0.0177,52,venaxis inc present biotech showcaseâ,37,5,0,pharmacy,"['ve', '##na', '##xi', '##s', 'in', '##c', 'present', 'bio', '##tech', 'showcase', '##â']",1
323460,nifty_985,2015-01-07,Five Prime Therapeutics Prices Public Offering of Common Stock,Rise,0.0177,62,five prime therapeutic price public offering common stock,57,8,0,pharmacy,"['five', 'prime', 'therapeutic', 'price', 'public', 'offering', 'common', 'stock']",1
323514,nifty_985,2015-01-07,Alkermes Schizophrenia Drug Shows Less Weight Gain,Rise,0.0177,50,alkermes schizophrenia drug show less weight gain,49,7,0,pharmacy,"['al', '##ker', '##mes', 's', '##chi', '##zophrenia', 'drug', 'show', 'less', 'weight', 'gain']",1
323544,nifty_985,2015-01-07,Small Biotech Gets Rights to Rare Disease Drug,Rise,0.0177,46,small biotech get right rare disease drug,41,7,0,pharmacy,"['small', 'bio', '##tech', 'get', 'right', 'rare', 'disease', 'drug']",1
323611,nifty_986,2015-01-08,"Research and Markets: Global Pharmaceutical Excipients Market Forecasts to 2019 - Products, Functionality, & by Route of Administration",Fall,-0.008,135,research and market global pharmaceutical excipients market forecast product functionality route administration,111,12,0,pharmacy,"['research', 'and', 'market', 'global', 'pharmaceutical', 'ex', '##ci', '##pie', '##nts', 'market', 'forecast', 'product', 'functionality', 'route', 'administration']",1
323638,nifty_986,2015-01-08,Research and Markets: Offices of Optometrists Industry in the U.S. - 2014 Market Research Report,Fall,-0.008,96,research and market office optometrist industry the market research report,74,10,0,pharmacy,"['research', 'and', 'market', 'office', 'op', '##tom', '##et', '##rist', 'industry', 'the', 'market', 'research', 'report']",1
323652,nifty_986,2015-01-08,Research and Markets: Brazil Pharmaceutical Market Outlook 2018,Fall,-0.008,63,research and market brazil pharmaceutical market outlook,56,7,0,pharmacy,"['research', 'and', 'market', 'bra', '##zi', '##l', 'pharmaceutical', 'market', 'outlook']",1
323665,nifty_986,2015-01-08,"Research and Markets: Global X-ray Security Screening Market 2015-2019 with American Science and Engineering, L-3 Communications Holdings, Rapiscan Systems & Smiths Detection Dominating",Fall,-0.008,185,research and market global ray security screening market with american science and engineering communication holding rapiscan system smith detection dominating,159,20,0,pharmacy,"['research', 'and', 'market', 'global', 'ray', 'security', 'screening', 'market', 'with', 'am', '##eric', '##an', 'science', 'and', 'engineering', 'communication', 'holding', 'rap', '##is', '##can', 'system', 's', '##mith', 'detection', 'dominating']",1
323726,nifty_986,2015-01-08,Research and Markets: Oncology Pharmaceuticals Market in India 2014,Fall,-0.008,67,research and market oncology pharmaceutical market india,56,7,0,pharmacy,"['research', 'and', 'market', 'on', '##cology', 'pharmaceutical', 'market', 'in', '##dia']",1
323744,nifty_986,2015-01-08,Research and Markets: Magnetic Resonance Imaging Systems - APAC Analysis and Market Forecasts to 2020,Fall,-0.008,101,research and market magnetic resonance imaging system apac analysis and market forecast,87,12,0,pharmacy,"['research', 'and', 'market', 'magnetic', 'resonance', 'imaging', 'system', 'a', '##pa', '##c', 'analysis', 'and', 'market', 'forecast']",1
